location,count,crime_type
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2007.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2008.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2009.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2010.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2011.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Madhya Pradesh,2012.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2001.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2002.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2003.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2004.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2005.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2006.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2007.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2008.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2009.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2010.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2011.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Maharashtra,2012.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2001.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2002.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2003.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2004.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2005.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2006.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2007.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2008.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2009.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2010.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2011.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Manipur,2012.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2001.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2002.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2003.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2004.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2005.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2006.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2007.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2008.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2009.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2010.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2011.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Meghalaya,2012.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2001.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2002.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2003.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2004.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2005.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2006.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2007.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2008.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2009.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2010.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2011.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Mizoram,2012.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2001.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2002.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2003.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2004.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2005.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2006.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2007.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2008.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2009.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2010.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2011.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Nagaland,2012.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2001.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2002.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2003.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2004.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2005.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2006.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2007.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
